conteudo,area,tipo_produto,tipo_informacao,nivel_complexidade,publico_alvo,palavras_chave,atualizado_em
"A instituição é remunerada pela distribuição do produto. Para maiores detalhes, consulte o documento disponível aqui.",conta_digital,doc,requisitos,intermediario,pessoa_fisica,instituição remunerada pela distribuição produto maiores detalhes consulte documento disponível aqui,2024-01
Remuneração do Distribuidor para Produtos negociados em bolsa de valores: Recebimento de taxa de corretagem decorrentes do envio de ordens.,conta_digital,conta_rendeira,taxas,intermediario,pessoa_fisica,remuneração distribuidor produtos negociados bolsa valores recebimento taxa corretagem decorrentes envio ordens,2024-01
"### Ficou com alguma dúvida? Podemos te ajudar! [![](https://assets.pagseguro.com.br/ps-website-assets/v15.242.2/svg/components/help-box/questions.svg)\\ \\ Perguntas frequentes](https://faq.pagbank.uol.com.br/investimentos/251/renda-variavel/710) [![](https://assets.pagseguro.com.br/ps-website-assets/v15.242.2/svg/components/help-box/email.svg)\\ \\ E-mail](https://pagbank.com.br/ajuda/envie-um-email) Toda transmissão de ordem pela internet está sujeita a interrupções ou atrasos, podendo impe",conta_digital,conta_rendeira,problemas_comuns,intermediario,pessoa_fisica,https assets pagseguro website components help pagbank email ficou alguma dúvida podemos ajudar questions perguntas,2024-01
Recarga PagBank: a maneira mais fácil de comprar créditos!,conta_digital,recarga_celular,beneficios,basico,pessoa_fisica,recarga pagbank maneira mais fácil comprar créditos,2024-01
"Agora você pode comprar créditos para celular das principais operadoras e serviços como: Spotify, Uber, Google Play, Steam, Xbox, Minecraft e PlayStation.",conta_digital,recarga_celular,beneficios,intermediario,pessoa_fisica,agora pode comprar créditos celular principais operadoras serviços spotify uber google play steam xbox minecraft,2024-01
"## **Recarga PagBank: a maneira mais fácil de comprar créditos!** Agora você pode comprar créditos para celular das principais operadoras e serviços como: Spotify, Uber, Google Play, Steam, Xbox, Minecraft e PlayStation. - ![PlayStation](https://assets.pagseguro.com.br/ps-website-assets/v15.242.2/svg/components/geometric-list/playstation.svg) - ![Xbox](https://assets.pagseguro.com.br/ps-website-assets/v15.242.2/svg/components/geometric-list/xbox.svg) - ![Google Play](https://assets.pagseguro.c",conta_digital,recarga_celular,beneficios,basico,pessoa_fisica,assets xbox playstation https pagseguro comprar créditos google play website components geometric list recarga pagbank,2024-01
Facilite sua vida e programe uma nova recarga para o próximo mês ou estabeleça uma periodicidade de recarga de acordo com a sua necessidade. Nunca mais fique sem crédito no celular!,conta_digital,recarga_celular,beneficios,intermediario,pessoa_fisica,recarga facilite vida programe nova próximo estabeleça periodicidade acordo necessidade nunca mais fique crédito celular,2024-01
### Agendamento de Recarga de Celular Facilite sua vida e programe uma nova recarga para o próximo mês ou estabeleça uma periodicidade de recarga de acordo com a sua necessidade. Nunca mais fique sem crédito no celular! [Baixe o app grátis](https://pagbank.com.br/campanha/baixe-pagbank/) ![Imagem do app PagBank](https://assets.pagseguro.com.br/ps-website-assets/v15.242.2/img/_pswn/generic/large/recarga-de-servicos--sky.png) Novidade,conta_digital,recarga_celular,taxas,basico,pessoa_fisica,recarga pagbank celular baixe https assets agendamento facilite vida programe nova próximo estabeleça periodicidade acordo,2024-01
Mantenha sua TV por assinatura em dia pelo app PagBank e ainda aproveite todas as vantagens de um banco completo.,conta_digital,conta_rendeira,beneficios,intermediario,pessoa_fisica,mantenha assinatura pelo pagbank ainda aproveite todas vantagens banco completo,2024-01
### Recarregue sua TV Pré-Pago pelo PagBank Mantenha sua TV por assinatura em dia pelo app PagBank e ainda aproveite todas as vantagens de um banco completo. [Baixe o app grátis](https://pagbank.onelink.me/Dzpm?pid=site&c=20220404_conta_digital_recarga&af_channel=deslogado&af_adset=sky_tv&af_ad=baixe_o_app_gratis&af_dp=psmyaccount%3A%2F%2FservicesStore%3Fr%3D19&af_web_dp=https%3A%2F%2Fpagbank.com.br%2Fcampanha%2Fbaixe-pagbank%2F&af_force_deeplink=true) ![Imagem do app PagBank](https://assets.,conta_digital,conta_rendeira,taxas,basico,pessoa_fisica,pagbank https pelo recarregue pago mantenha assinatura ainda aproveite todas vantagens banco completo baixe grátis,2024-01
"Prepare-se para a diversão! Agora você pode usar o saldo da sua conta PagBank para comprar créditos para upar seus jogos favoritos do Xbox, Google Play, Steam, Minecraft e PlayStation.",conta_digital,conta_rendeira,beneficios,intermediario,pessoa_fisica,prepare diversão agora pode usar saldo conta pagbank comprar créditos upar jogos favoritos xbox google,2024-01
"### Garanta créditos para o seu jogo favorito Prepare-se para a diversão! Agora você pode usar o saldo da sua conta PagBank para comprar créditos para upar seus jogos favoritos do **Xbox, Google Play, Steam, Minecraft e PlayStation**. [Baixe o app grátis](https://pagbank.onelink.me/Dzpm?pid=site&c=20210921_conta_digital_recarga&af_channel=deslogado&af_adset=games&af_ad=baixe_o_app_gratis&af_dp=psmyaccount%3A%2F%2Fcredit_phone_recharge&af_web_dp=https%3A%2F%2Fpagbank.com.br%2Fcampanha%2Fbaixe-p",conta_digital,conta_rendeira,taxas,basico,pessoa_fisica,créditos pagbank https garanta jogo favorito prepare diversão agora pode usar saldo conta comprar upar,2024-01
"Compre créditos para jogos, filmes, viagens e muito mais!",conta_digital,conta_rendeira,beneficios,intermediario,pessoa_fisica,compre créditos jogos filmes viagens muito mais,2024-01
"Agora você pode comprar créditos no Google Play, Uber e Spotify sem sair de casa e sem precisar de cartão, utilizando apenas o saldo da sua conta PagBank. Aproveite e confira mais essa facilidade que trouxemos para você!",conta_digital,conta_rendeira,beneficios,intermediario,pessoa_fisica,agora pode comprar créditos google play uber spotify sair casa precisar cartão utilizando apenas saldo,2024-01
"### Compre créditos para jogos, filmes, viagens e muito mais! Agora você pode comprar créditos no **Google Play, Uber e Spotify** sem sair de casa e sem precisar de cartão, utilizando apenas o saldo da sua conta PagBank. Aproveite e confira mais essa facilidade que trouxemos para você! [Baixe o app grátis](https://pagbank.onelink.me/Dzpm?pid=site&c=20210921_conta_digital_recarga&af_channel=deslogado&af_adset=servicos&af_ad=baixe_o_app_gratis&af_dp=psmyaccount%3A%2F%2Fcredit_phone_recharge&af_w",conta_digital,conta_rendeira,taxas,basico,pessoa_fisica,créditos mais pagbank compre jogos filmes viagens muito agora pode comprar google play uber spotify,2024-01
Recarregue utilizando o saldo em conta PagBank ou com qualquer cartão de crédito. O dinheiro volta para sua conta e você ainda conta com bônus de internet exclusivo da sua operadora.,conta_digital,conta_rendeira,beneficios,intermediario,pessoa_fisica,conta recarregue utilizando saldo pagbank qualquer cartão crédito dinheiro volta ainda bônus internet exclusivo operadora,2024-01
### Ganhe comissão em todas as recargas de celular Recarregue utilizando o saldo em conta PagBank ou com qualquer cartão de crédito. O dinheiro volta para sua conta e você ainda conta com **bônus de internet exclusivo** da sua operadora. [Baixe o app grátis](https://pagbank.onelink.me/Dzpm?pid=site&c=20210921_conta_digital_recarga&af_channel=deslogado&af_adset=celular&af_ad=baixe_o_app_gratis&af_dp=psmyaccount%3A%2F%2Fcredit_phone_recharge&af_web_dp=https%3A%2F%2Fpagbank.com.br%2Fcampanha%2Fba,conta_digital,conta_rendeira,taxas,basico,pessoa_fisica,conta celular pagbank https ganhe comissão todas recargas recarregue utilizando saldo qualquer cartão crédito dinheiro,2024-01
"### Como utilizar as recargas do PagBank? ![Imagem do app PagBank com o aba de Recargas selecionada](https://assets.pagseguro.com.br/ps-website-assets/v15.242.2/img/digital-account/recharge-services/large/passo1.png) ![Passo 1](https://assets.pagseguro.com.br/ps-website-assets/v15.242.2/img/components/step-item/green-diamond-n1.svg) Abra o App PagBank e selecione **Recargas**. ![Imagem do app PagBank com os seguintes serviços disponíveis: Recarga de celular, Uber, Spotify e Google Play](http",conta_digital,recarga_celular,beneficios,intermediario,pessoa_fisica,pagbank assets recargas imagem https pagseguro website utilizar selecionada digital account recharge services large passo,2024-01
### Ficou com alguma dúvida? Podemos te ajudar! [![](https://assets.pagseguro.com.br/ps-website-assets/v15.242.2/svg/components/help-box/questions.svg)\\ \\ Perguntas frequentes](https://faq.pagbank.com.br/duvida/como-faco-uma-recarga-de-celular/550) [![](https://assets.pagseguro.com.br/ps-website-assets/v15.242.2/svg/components/help-box/chat.svg)\\ \\ Ver regulamento](https://faq.pagbank.com.br/duvida/regulamento-campanha-recarregou-lucrou/985) [![Ícone do whatsapp](https://assets.pagseguro.c,conta_digital,recarga_celular,problemas_comuns,intermediario,pessoa_fisica,https assets pagseguro website components help pagbank duvida regulamento ficou alguma dúvida podemos ajudar questions,2024-01
"Cliente deseja entender o que é e como funciona a antecipação de vendas. No PagBank o vendedor consegue antecipar os valores que ainda irá receber, tanto do Pags como de outras maquininhas (multiadquirência). A antecipação de vendas é um recurso que o PagBank oferece para alguns clientes anteciparem as suas vendas realizadas no crédito à vista ou parceladas antes do prazo padrão escolhido em seu plano de recebimento. Exemplo: um cliente transacionou uma venda na Web e o seu plano de recebimento é de 30 dias. Ele teve um imprevisto ou precisa de um fôlego financeiro; então, caso seja elegível, pode antecipar esta venda antes do prazo de 30 dias. A antecipação de venda é liberada de forma esporádica de acordo com análises e critérios internos do PagBank. As análises acontecem diariamente; ou seja, caso o cliente não consiga antecipar em determinado dia, ele pode tentar novamente no dia seguinte.",credito,antecipacao_vendas,beneficios,intermediario,pessoa_juridica,"antecipacao vendas pagbank valores receber multiadquirencia credito vista parceladas prazo recebimento analises criterios internos diariamente",2024-01
"Cliente deseja saber quais são os critérios para se tornar elegível à antecipação de vendas nas máquinas do PagBank. Todas as contas passam por análises diárias que definem quais clientes recebem a oferta de antecipação e qual percentual de suas vendas pode ser antecipado. Isso significa que a opção de antecipar pode aparecer ou desaparecer conforme essas análises internas. A opção de antecipação é liberada apenas para alguns clientes, de acordo com critérios internos do PagBank. As análises diárias determinam quais contas podem antecipar e qual o percentual disponível para antecipação. Regras: não possuir comprometimento de agenda, é permitida apenas 1 antecipação por dia, transações em débito, boleto e vendas realizadas no dia atual não estão disponíveis para antecipação. Se o cliente tiver mais de um vencimento na agenda, apenas a parcela dentro do percentual aprovado por risco poderá ser antecipada.",credito,antecipacao_vendas,requisitos,intermediario,pessoa_juridica,"criterios elegibilidade antecipacao vendas analises diarias percentual comprometimento agenda debito boleto risco",2024-01
"Cliente deseja saber como funciona a antecipação de vendas nas máquinas do PagBank. Somente vendas no crédito (realizadas nas maquininhas PagBank) podem ser antecipadas, e elas ficam disponíveis para antecipação apenas no próximo dia útil após a venda. A habilitação da antecipação não pode ser feita manualmente pelo cliente; é o sistema do PagBank que libera a opção quando elegível. Ao solicitar a antecipação, o valor antecipado leva até 1 hora para ficar disponível na conta PagBank do cliente. Não é possível cancelar uma antecipação após sua realização. É permitido realizar apenas uma antecipação por dia. Não há um valor mínimo ou máximo imposto para antecipar – o cliente poderá antecipar até o limite que for aprovado na análise de crédito diária. Se o cliente solicitar saque do valor antecipado para uma conta de outro banco, o prazo de recebimento é de até 2 horas para solicitações feitas até 15h. Após esse horário, a liberação acontece no dia seguinte. Para receber o valor antecipado no mesmo dia, a solicitação deve ser feita antes das 14h. A opção de realizar antecipações via aplicativo fica disponível das 8h30 às 19h, de segunda a sexta-feira.",credito,antecipacao_vendas,como_solicitar,avancado,pessoa_juridica,"antecipacao vendas credito maquininhas proxima dia util habilitacao manual sistema valor hora conta cancelar limite minimo maximo analise credito saque banco horario aplicativo",2024-01
"Cliente deseja saber como antecipar as vendas pela máquina. Se o vendedor for elegível, ele poderá solicitar a antecipação de vendas diretamente pela sua máquina PagBank: no menu inicial da maquininha, clique em Meu Negócio e, em seguida, em Antecipação de Recebíveis; selecione o valor desejado para antecipar (dentre o saldo disponível para antecipação); confira as condições e taxa de antecipação apresentadas e clique em Continuar; verifique se o destino (conta PagBank) e o valor estão corretos e confirme em Confirmar; aguarde a confirmação na tela: aparecerá a mensagem de que a Antecipação foi realizada com sucesso. O valor antecipado será disponibilizado na conta PagBank dentro de aproximadamente 1 hora.",credito,antecipacao_vendas,como_solicitar,basico,pessoa_juridica,"antecipar vendas maquina eleigivel solicitar maquininha menu meu negocio recebiveis valor saldo condicoes taxa destino confirmar sucesso",2024-01
"Cliente deseja saber o que é e como funciona a antecipação agendada. A Antecipação Agendada do PagBank é uma funcionalidade que permite que o vendedor escolha um dia específico da semana ou do mês para, de forma automática, antecipar todas as vendas realizadas no crédito acumuladas até aquele dia. O agendamento da antecipação de vendas está sujeito à análise de crédito e à existência de saldo disponível para recebimento na data escolhida. O serviço de antecipação agendada está disponível a qualquer momento (24h, todos os dias), via aplicativo ou site. O recebimento da primeira antecipação agendada ocorre no próximo dia programado. Se a data cair em um fim de semana ou feriado, o valor é creditado no dia útil anterior. Em cada agendamento programado, serão antecipadas todas as vendas no crédito disponíveis até a data agendada (não incluem as vendas do próprio dia do agendamento, apenas até o dia anterior). Trata-se de uma forma prática de o cliente manter um fluxo de caixa recorrente, recebendo antecipadamente em intervalos regulares.",credito,antecipacao_vendas,beneficios,intermediario,pessoa_juridica,"antecipacao agendada funcionalidade vendedor dia especifico semana mes automatica credito acumuladas analise saldo disponivel aplicativo site fim semana feriado fluxo caixa recorrente",2024-01
"Cliente deseja saber como funciona o agendamento da antecipação de vendas nas máquinas do PagBank. A antecipação agendada nas máquinas PagBank funciona de maneira similar à antecipação agendada via app/site: o agendamento está sujeito à análise de crédito e saldo disponível na data escolhida; pode ser configurado para ocorrer diariamente, semanalmente ou mensalmente, conforme disponibilizado; se a data agendada cair em fim de semana ou feriado, o PagBank antecipa o pagamento para o dia útil anterior; cada agendamento programado vai antecipar todas as vendas no crédito disponíveis até aquela data (não incluindo as vendas realizadas no próprio dia da antecipação). Exemplo: se o cliente agendou antecipação semanal para sexta-feira, toda sexta o PagBank antecipa o valor total disponível até quinta-feira. Essa funcionalidade permite um planejamento automático das antecipações, facilitando o fluxo de caixa do cliente.",credito,antecipacao_vendas,como_solicitar,intermediario,pessoa_juridica,"agendamento antecipacao vendas maquinas similar app site analise credito saldo diariamente semanalmente mensalmente fim semana feriado planejamento automatico fluxo caixa",2024-01
"Cliente deseja ativar a antecipação programada das vendas de outras adquirentes/máquinas. Após o cliente realizar a antecipação esporádica ou avulsa, surge na tela a opção de ativar a antecipação programada. Ao optar por esse modelo, todas as vendas do cliente serão antecipadas uma vez ao dia. Para ativar, selecione os adquirentes desejados e clique em Ativar agendamento.",credito,antecipacao_vendas,como_solicitar,basico,pessoa_juridica,"ativar antecipacao programada vendas outras adquirentes maquinas esporadica avulsa tela opcao modelo dia selecionar ativar agendamento",2024-01
"Cliente deseja obter informações sobre o que é e quais clientes são elegíveis a antecipação de vendas de outras adquirentes/máquinas. A antecipação de vendas de outras máquinas permite que o vendedor antecipe suas vendas de outras adquirentes/maquininhas com o PagBank, além das vendas já realizadas no próprio PagBank. Critérios de elegibilidade: disponível apenas para clientes PJ ativos na adquirência PagBank; se o cliente comprometer seus recebimentos, não será possível antecipar as vendas; somente as vendas nas bandeiras Mastercard (MCC), Visa (VCC) e Elo (ECC) estão disponíveis para a antecipação; no momento é possível realizar a antecipação das adquirentes: Cielo, Rede, SafraPay, Stone e Getnet. Mercado Pago está em análise. Caso um cliente manifeste interesse em antecipar vendas de outras adquirentes/máquinas com o PagBank, oriente-o a fazer pelo aplicativo ou site. Se o cliente perguntar sobre o recurso para PF (Pessoa Física), informe que ainda não está disponível, mas que o PagBank está avaliando a possibilidade.",credito,antecipacao_vendas,requisitos,intermediario,pessoa_juridica,"antecipacao vendas outras adquirentes maquinas vendedor pagbank criterios elegibilidade pj ativos comprometer recebimentos mastercard visa elo cielo rede safrapay stone getnet mercado pago analise aplicativo site pessoa fisica",2024-01
"Cliente deseja saber como funciona a antecipação de vendas de outras adquirentes/máquinas. Apenas vendas no crédito podem ser antecipadas e ficam disponíveis para antecipação somente no próximo dia útil; quando uma venda é antecipada, o plano de recebimento do cliente pode ser alterado na outra adquirente e o seu valor pode ficar comprometido; a habilitação de antecipação não pode ser feita manualmente; o valor leva até 2 horas para ficar disponível na conta PagBank; não é possível cancelar uma antecipação; é permitido realizar apenas uma antecipação por dia; não há limite de valor mínimo ou máximo para antecipar. O saldo disponível que o cliente possui para antecipar é conforme o valor aprovado na sua análise de crédito; para que o cliente receba o valor antecipado no mesmo dia, a solicitação deve ser feita antes das 11h30. Após este horário, o cliente receberá no próximo dia útil; o horário para contratação da antecipação é das 8h30 às 16h em dias úteis; nesse modelo de antecipação, o cliente pode antecipar toda a sua agenda de outras maquininhas/adquirentes diariamente, mediante análise de risco.",credito,antecipacao_vendas,como_solicitar,avancado,pessoa_juridica,"antecipacao vendas outras adquirentes maquinas credito proximo dia util plano recebimento alterado comprometido habilitacao manual valor horas conta cancelar limite minimo maximo analise credito horario contratacao dias uteis agenda risco",2024-01
"Cliente deseja obter informações sobre comprometimento dos valores a receber após antecipação de vendas de outra adquirente/máquina. Devido às regras de negócio de outras instituições, ao antecipar vendas com outra adquirente, o saldo restante do cliente pode ser bloqueado ou comprometido nessa outra instituição. Isso ocorre porque, quando o PagBank antecipa os valores, ele informa a outra adquirente para ajustar o cronograma de pagamento. A outra adquirente, então, marca aquele valor como comprometido (pois já foi adiantado via PagBank). No processo de antecipação de outras adquirentes, a razão social responsável que aparece é um fundo de investimento: FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - PAGBANK MULTIADQUIRENCIA - RESPONSABILIDADE LIMITADA (FIDC), vinculado à empresa OLIVEIRATRUST (parceira do PagBank). Caso o cliente questione sobre esse comprometimento de valores, informe que esse procedimento é comum entre instituições financeiras: o cliente antecipou as vendas com outra adquirente via PagBank, então o PagBank solicita o comprometimento (reserva) do valor antecipado junto à outra adquirente. O cliente não perde dinheiro — é apenas uma garantia de que o valor não seja pago duas vezes.",credito,antecipacao_vendas,problemas_comuns,avancado,pessoa_juridica,"comprometimento valores receber antecipacao vendas outra adquirente regras negocio instituicoes saldo bloqueado cronograma pagamento fidc fundo investimento direitos creditorios multiadquirencia oliveiratrust procedimento comum reserva garantia pago duas vezes",2024-01
"Cliente deseja obter informações sobre como agendar a antecipação das vendas de outras adquirentes/máquinas. Neste momento não é possível agendar antecipação de vendas de outras máquinas.",credito,antecipacao_vendas,problemas_comuns,basico,pessoa_juridica,"agendar antecipacao vendas outras adquirentes maquinas momento nao possivel",2024-01
EOF < /dev/null
"Cliente informa que teve uma cobrança de R$19,90 no cartão Pré-Pago referente a mensalidade e deseja saber do que se trata. Desde setembro de 2020, a mensalidade do Cartão passou a ser gratuita para clientes que usam o cartão. No entanto, caso o cartão não seja usado em 12 meses (1 ano), é cobrada uma mensalidade no valor de R$19,90 por mês, limitada ao saldo disponível no Cartão.",cartoes,cartao_prepago,taxas,basico,pessoa_fisica,"cobranca mensalidade cartao prepago setembro 2020 gratuita usado meses ano valor saldo disponivel",2024-01
"Cliente deseja saber como realizar a recarga do cartão pré-pago. Para realizar a recarga do cartão pré-pago, é necessário ter realizado o envio de documentos pelo aplicativo PagBank. Se o cliente já realizou esse processo, basta seguir o passo a passo acessando o aplicativo do PagBank, indo na aba Cartões no rodapé, selecionar o cartão pré-pago, clicar em Recarregar abaixo do saldo, inserir o valor de recarga desejado e clicar em Continuar. O valor mínimo de recarga é de R$1,00 e o saldo fica disponível em até 1 hora no cartão. Para clientes com conta Vendedor, os limites são: limite máximo de recarga: R$25.000,00 e limite máximo de saldo do cartão: R$25.000,00. Para clientes com conta Pessoal (comprador), os limites são: limite máximo de recarga: R$5.000,00 e limite máximo de saldo do cartão: R$5.000,00. Os limites de recarga são contados a partir do dia 1º de cada mês até o último dia do mês (30 ou 31, conforme o mês). Para compras, o cartão deve ser utilizado na função crédito à vista, com um limite de no máximo R$15.000,00 por transação.",cartoes,cartao_prepago,como_solicitar,intermediario,pessoa_fisica,"recarga cartao prepago envio documentos aplicativo pagbank aba cartoes recarregar saldo valor minimo hora vendedor pessoal comprador limite maximo mes funcao credito vista transacao",2024-01
"Cliente deseja saber os limites de recarga do cartão pré-pago. Para clientes com conta Vendedor, os limites são: limite máximo de recarga: R$25.000,00 e limite máximo de saldo do cartão: R$25.000,00. Para clientes com conta Pessoal (comprador), os limites são: limite máximo de recarga: R$5.000,00 e limite máximo de saldo do cartão: R$5.000,00. Os limites de recarga são contados a partir do dia 1º de cada mês até o último dia do mês (30 ou 31 conforme o mês). Para compras, o cartão deve ser utilizado na função crédito à vista, com um limite de no máximo R$15.000,00 por transação.",cartoes,cartao_prepago,taxas,basico,pessoa_fisica,"limites recarga cartao prepago vendedor pessoal comprador limite maximo saldo mes compras funcao credito vista transacao",2024-01
"Cliente informa que teve uma cobrança de R$19,90 no Cartão Pré-Pago Visa referente à mensalidade e deseja saber do que se trata. Desde setembro de 2020, a mensalidade do Cartão passou a ser gratuita para clientes que usam o cartão. No entanto, caso o cartão não seja usado em 12 meses (1 ano), é cobrada uma mensalidade no valor de R$19,90 por mês, limitada ao saldo disponível no Cartão.",cartoes,cartao_prepago_visa,taxas,basico,pessoa_fisica,"cobranca mensalidade cartao prepago visa setembro 2020 gratuita usado meses ano valor saldo disponivel",2024-01
"Cliente deseja saber como realizar a recarga do Cartão Pré-Pago Visa. Para realizar a recarga do Cartão Pré-Pago Visa, é necessário ter realizado o envio de documentos pelo aplicativo PagBank. Se o cliente já realizou esse processo, basta seguir o passo a passo acessando o aplicativo do PagBank, indo na aba Cartões no rodapé, selecionar o Cartão Pré-Pago Visa, clicar em Recarregar abaixo do saldo, inserir o valor de recarga desejado e clicar em Continuar. O valor mínimo de recarga é de R$1,00 e o saldo fica disponível em até 1 hora no cartão. Para clientes com conta Vendedor, os limites são: limite máximo de recarga: R$25.000,00 e limite máximo de saldo do cartão: R$25.000,00. Para clientes com conta Pessoal (comprador), os limites são: limite máximo de recarga: R$5.000,00 e limite máximo de saldo do cartão: R$5.000,00. Os limites de recarga são contados a partir do dia 1º de cada mês até o último dia do mês (30 ou 31 conforme o mês).",cartoes,cartao_prepago_visa,como_solicitar,intermediario,pessoa_fisica,"recarga cartao prepago visa envio documentos aplicativo pagbank aba cartoes recarregar saldo valor minimo hora vendedor pessoal comprador limite maximo mes",2024-01
"Cliente deseja saber os limites de recarga do Cartão Pré-Pago Visa. Para clientes com conta Vendedor, os limites são: limite máximo de recarga: R$25.000,00; limite máximo de saldo do cartão: R$25.000,00. Para clientes com conta Pessoal (comprador), os limites são: limite máximo de recarga: R$5.000,00; limite máximo de saldo do cartão: R$5.000,00. Os limites de recarga são contados a partir do dia 1º de cada mês até o último dia do mês (30 ou 31 conforme o mês). Para compras, o cartão deve ser utilizado na função crédito à vista, com um limite de no máximo R$15.000,00 por transação.",cartoes,cartao_prepago_visa,taxas,basico,pessoa_fisica,"limites recarga cartao prepago visa vendedor pessoal comprador limite maximo saldo mes compras funcao credito vista transacao",2024-01
"Cliente não recebeu o cartão (Cartão da Conta PagBank). Se o cliente solicitou o Cartão da Conta PagBank (débito) e não recebeu dentro do prazo estimado (que geralmente é de até 15 dias úteis após a aprovação do pedido), orientá-lo a: verificar se o endereço de entrega cadastrado estava correto e completo; checar se houve alguma tentativa de entrega registrada pelo correio/transportadora; caso o prazo já tenha excedido significativamente, será necessário solicitar um novo cartão através do app ou central de atendimento. Lembrar o cliente de manter os dados atualizados e acompanhar notificações de entrega no app ou e-mail.",cartoes,cartao_debito,problemas_comuns,intermediario,pessoa_fisica,"nao recebeu cartao conta pagbank debito prazo estimado dias uteis aprovacao pedido endereco entrega cadastrado correto completo tentativa entrega registrada correio transportadora solicitar novo app central atendimento dados atualizados notificacoes email",2024-01
"Cliente deseja informações sobre cartão múltiplo (Cartão da Conta com função crédito). O Cartão Múltiplo PagBank é aquele que une as funções débito (Cartão da Conta) e crédito em um só. Para ter a função crédito habilitada, o cliente deve passar por análise de crédito do PagBank. Algumas informações importantes: a função crédito, se aprovada, permitirá compras parceladas e online, conforme o limite concedido; o cliente continua com a função débito para usar o saldo da conta PagBank; as faturas do crédito serão disponibilizadas no app para pagamento. Se o cliente deseja solicitar ou ativar essa função, deve verificar no app PagBank se há convite ou opção de Habilitar função crédito no Cartão da Conta.",cartoes,cartao_multiplo,beneficios,intermediario,pessoa_fisica,"cartao multiplo conta funcao credito une debito analise pagbank informacoes aprovada compras parceladas online limite concedido saldo faturas app pagamento solicitar ativar verificar convite habilitar",2024-01
"Cliente pergunta sobre a participação do Cartão Pré-Pago Mastercard na campanha Vai de Visa. O cartão pré-pago Mastercard PagBank não participa da campanha Vai de Visa, já que esta promoção é exclusiva para cartões da bandeira Visa. Se o cliente está tentando se cadastrar ou aproveitar benefícios do Vai de Visa com um cartão Mastercard, não será possível. Oriente-o de forma empática, explicando que: a campanha Vai de Visa é destinada apenas a cartões Visa; o cartão Mastercard PagBank pode participar de outras promoções, como o Mastercard Surpreenda (caso deseje benefícios, pode se cadastrar nesse programa específico da Mastercard). Assim, se o cliente quiser usufruir das promoções Vai de Visa, ele precisaria de um cartão de bandeira Visa.",cartoes,cartao_prepago_mastercard,beneficios,basico,pessoa_fisica,"cartao prepago mastercard campanha vai visa nao participa promocao exclusiva bandeira cadastrar aproveitar beneficios empatica destinada outras promocoes surpreenda programa especifico usufruir promocoes",2024-01
"Cliente quer saber como cadastrar o Cartão Pré-Pago Visa no programa Vai de Visa. Para cadastrar o Cartão Pré-Pago Visa PagBank no programa Vai de Visa: acesse o site oficial do Vai de Visa (visa.com.br/promotions/vai-de-visa.html); clique em Criar Conta e preencha as informações solicitadas para se registrar no programa; após criar login, informe os dados do Cartão Visa PagBank conforme solicitado para cadastrá-lo; conclua o cadastro e, a partir daí, poderá verificar as ofertas e benefícios disponíveis para cartões Visa no programa. Explique ao cliente passo a passo, garantindo que ele saiba que o programa é totalmente gerenciado pela Visa, mas que seu Cartão Visa PagBank pode participar normalmente.",cartoes,cartao_prepago_visa,como_solicitar,basico,pessoa_fisica,"cadastrar cartao prepago visa programa vai site oficial criar conta preencher informacoes registrar login dados solicitar concluir verificar ofertas beneficios disponiveis passo gerenciado participar normalmente",2024-01
"Cliente deseja informações sobre o programa Mastercard Surpreenda. O Mastercard Surpreenda é um programa de benefícios da bandeira Mastercard. Para participar com o Cartão PagBank Mastercard: acesse o site do programa (surpreenda.naotempreco.com.br/como-funciona); clique em Quero me cadastrar e preencha os dados do seu Cartão Mastercard PagBank (número, nome, validade etc.) e informações pessoais; após cadastro, o cliente poderá acumular pontos a cada compra realizada com o cartão (geralmente, 1 compra = 1 ponto, independentemente do valor); esses pontos podem ser trocados por vouchers e descontos em parceiros conforme disponibilidade no site do Surpreenda. Ressalte algumas vantagens do programa (descontos, ofertas pague 1 leve 2 em parceiros, etc.) para estimular o cliente, caso ele tenha interesse.",cartoes,cartao_prepago_mastercard,beneficios,intermediario,pessoa_fisica,"programa mastercard surpreenda beneficios bandeira participar cartao pagbank site quero cadastrar preencher dados numero nome validade informacoes pessoais acumular pontos compra realizada ponto independentemente valor trocados vouchers descontos parceiros disponibilidade vantagens ofertas pague leve estimular interesse",2024-01
"Cliente quer saber como cadastrar o cartão Visa PagBank no programa Mastercard Surpreenda. O programa Mastercard Surpreenda é exclusivo para cartões da bandeira Mastercard. Portanto, cartões Visa PagBank não podem ser cadastrados no Mastercard Surpreenda. Se o cliente demonstra interesse em benefícios de cartões Visa, oriente-o sobre o programa Vai de Visa (exclusivo para Visa), ou outros benefícios que o PagBank/Visa possam oferecer, mas deixe claro que Mastercard Surpreenda aceita somente cartões Mastercard.",cartoes,cartao_prepago_visa,problemas_comuns,basico,pessoa_fisica,"cadastrar cartao visa pagbank programa mastercard surpreenda exclusivo bandeira nao podem cadastrados demonstra interesse beneficios programa vai outros ofercer claro aceita somente",2024-01
